Kanda,Sarga,Sentence,Sentence Start,Sentence End
1,51,कुशनाभसुतस्त्वासीद्गाधिरित्येव विश्रुतः ।,168.7,173.24
1,51,गाधेः पुत्रो महातेजा विश्वामित्रो महामुनिः ॥ १९ ॥,173.24,178.16
1,51,विश्वामित्रो महातेजाः पालयामास मेदिनीम् ।,178.16,182.64
1,51,बहुवर्षसहस्राणि राजा राज्यमकारयत् ॥ २० ॥,182.64,187.16
1,51,कदाचित्तु महातेजा योजयित्वा वरूथिनीम् ।,187.16,191.52
1,51,अक्षौहिणीपरिवृतः परिचक्राम मेदिनीम् ॥ २१ ॥,191.52,195.6
1,51,नगराणि च राष्ट्राणि सरितश्च तथा गिरीन् ।,195.6,199.7
1,51,आश्रमान् क्रमशो राम विचरन्नाजगाम ह ॥ २२ ॥,199.7,204.12
1,51,वसिष्ठस्याश्रमपदं नानावृक्षसुमाकुलम् ।,204.12,208.06
1,51,नानामृगगणाकीर्णं सिद्धचारणसेवितम् ॥ २३ ॥,208.06,212.22
1,51,देवदानवगन्धर्वैः किन्नरैरुपशोभितम् ।,212.22,216.6
1,51,प्रशान्तहरिणाकीर्णं द्विजसङ्घनिषेवितम् ॥ २४ ॥,216.6,220.82
1,51,ब्रह्मर्षिगणसङ्कीर्णं देवर्षिगणसेवितम् ।,220.82,224.92
1,51,तपश्चरणसंसिद्धैरग्निकल्पैर्महात्मभिः ॥ २५ ॥,224.92,229.54
1,51,सततं सङ्कुलं श्रीमद्ब्रह्मकल्पैर् महात्मभिः ।,229.54,234.18
1,51,अब्भक्षैर्वायुभक्षैश्च शीर्णपर्णाशनैस्तथा ॥ २६ ॥,234.18,239.18
1,51,फलमूलाशनैर्दान्तैर्जितरोषैर्जितेन्द्रियैः ।,239.18,244.32
1,51,ऋषिभिर्वालखिल्यैश्च जपहोमपरायणैः ॥ २७ ॥,244.32,248.4
1,51,अन्यैर्वैखानसैश्चैव समन्तादुपशोभितम् ।,248.4,252.56
1,51,वसिष्ठस्याश्रमपदं ब्रह्मलोकमिवापरम् ॥ २८ ॥,252.56,259.96
1,51,ददर्श जयतां श्रेष्ठो विश्वामित्रो महाबलः ॥ २९ ॥,259.96,277.16
1,52,स दृष्ट्वा परमप्रीतो विश्वामित्रो महाबलः ।,0.0,8.66
1,52,प्रणतो विनयाद्वीरो वसिष्ठं जपतां वरम् ॥ १ ॥,8.66,15.26
1,52,स्वागतं तव चेत्युक्तो वसिष्ठेन महात्मना ।,15.26,20.32
1,52,आसनं चास्य भगवान् वसिष्ठो व्यादिदेश ह ॥ २ ॥,20.32,24.92
1,52,उपविष्टाय च तदा विश्वामित्राय धीमते ।,24.92,28.66
1,52,यथान्यायं मुनिवरः फलमूलमुपाहरत् ॥ ३ ॥,28.66,33.04
1,52,प्रतिगृह्य च तां पूजां वसिष्ठाद्राजसत्तमः ।,33.04,37.94
1,52,तपोग्निहोत्रशिष्येषु कुशलं पर्य्यपृच्छत ॥ ४ ॥,37.94,42.24
1,52,विश्वामित्रो महातेजा वनस्पतिगणे तथा ।,42.24,46.54
1,52,सर्वत्र कुशलं चाह वसिष्ठो राजसत्तमम् ॥ ५ ॥,46.54,50.68
1,52,सुखोपविष्टं राजानं विश्वामित्रं महातपाः ।,50.68,55.62
1,52,पप्रच्छ जपतां श्रेष्ठो वसिष्ठो ब्रह्मणः सुतः ॥ ६ ॥,55.62,60.3
1,52,कच्चित्ते कुशलं राजन् कच्चिद्धर्मेण रञ्जयन् ।,60.3,64.18
1,52,प्रजाः पालयसे वीर राजवृत्तेन धार्मिक ॥ ७ ॥,64.18,70.0
1,52,कच्चित्ते सम्भृता भृत्याः कच्चित्तिष्ठन्ति शासने ।,70.0,74.78
1,52,कच्चित्ते विजिताः सर्वे रिपवो रिपुसूदन ॥ ८ ॥,74.78,79.16
1,52,कच्चिद्बलेषु कोशेषु मित्रेषु च परन्तप ।,79.16,83.42
1,52,कुशलं ते नरव्याघ्र पुत्रपौत्रे तवानघ ॥ ९ ॥,83.42,87.84
1,52,सर्वत्र कुशलं राजा वसिष्ठं प्रत्युदाहरत् ।,87.84,92.12
1,52,विश्वामित्रो महातेजा वसिष्ठं विनयान्वितः ॥ १० ॥,92.12,96.64
1,52,कृत्वोभौ सुचिरं कालं धर्मिष्ठौ ताः कथाश्शुभाः ।,96.64,101.84
1,52,मुदा परमया युक्तौ प्रीयेतां तौ परस्परम् ॥ ११ ॥,101.84,105.96
1,52,ततो वसिष्ठो भगवान् कथान्ते रघुनन्दन ।,105.96,110.94
1,52,विश्वामित्रमिदं वाक्यमुवाच प्रहसन्निव ॥ १२ ॥,110.94,115.42
1,52,आतिथ्यं कर्तुमिच्छामि बलस्यास्य महाबल ।,115.42,118.64
1,52,तव चैवाप्रमेयस्य यथार्हं सम्प्रतीच्छ मे ॥ १३ ॥,118.64,124.3
1,52,सत्क्रियां हि भवानेतां प्रतीच्छतु मयोद्यताम् ।,124.3,128.96
1,52,राजा त्वमतिथिश्रेष्ठः पूजनीयः प्रयत्नतः ॥ १४ ॥,128.96,133.88
1,52,एवमुक्तो वसिष्ठेन विश्वामित्रो महामतिः ।,133.88,138.38
1,52,कृतमित्यब्रवीद्राजा प्रियवाक्येन मे त्वया ॥ १५ ॥,138.38,143.22
1,52,फलमूलेन भगवन् विद्यते यत्तवाश्रमे ।,143.22,146.9
1,52,पाद्येनाचमनीयेन भगवद्दर्शनेन च ॥ १६ ॥,146.9,150.64
1,52,सर्वथा च महाप्राज्ञ पूजार्हेण सुपूजितः ।,150.64,157.46
1,52,गमिष्यामि नमस्तेऽस्तु मैत्रेणेक्षस्व चक्षुषा ॥ १७ ॥,157.46,161.3
1,52,एवं ब्रुवन्तं राजानं वसिष्ठः पुनरेव हि ।,161.3,165.66
1,52,न्यमन्त्रयत धर्मात्मा पुनः पुनरुदारधीः ॥ १८ ॥,165.66,170.12
1,52,बाढमित्येव गाधेयो वसिष्ठं प्रत्युवाच ह ।,170.12,174.62
1,52,यथाप्रियं भगवतस्तथास्तु मुनिसत्तम ॥ १९ ॥,174.62,178.88
1,52,एवमुक्तो महातेजा वसिष्ठो जपतां वरः ।,178.88,183.48
1,52,आजुहाव ततः प्रीतः कल्माषीं धूतकल्मषः ॥ २० ॥,183.48,190.2
1,52,सबलस्यास्य राजर्षेः कर्तुं व्यवसितोऽस्म्यहम् ।,190.2,197.3
1,52,भोजनेन महार्हेण सत्कारं संविधत्स्व मे ॥ २१ ॥,197.3,201.62
1,52,यस्य यस्य यथाकामं षड्रसेष्वभिपूजितम् ।,201.62,207.68
1,52,तत्सर्वं कामधुक् क्षिप्रमभिवर्ष कृते मम ॥ २२ ॥,207.68,217.26
1,52,रसेनान्नेन पानेन लेह्यचोष्येण संयुतम् ।,217.26,224.0
1,52,अन्नानां निचयं सर्वं सृजस्व शबले त्वर ॥ २३ ॥,224.0,234.36
1,53,एवमुक्ता वसिष्ठेन शबला शत्रुसूदन ।,0.0,6.46
1,53,विदधे कामधुक्कामान् यस्य यस्य यथेप्सितम् ॥ १ ॥,6.46,13.12
1,53,इक्षून् मधूंस्तथा लाजान् मैरेयांश्च वरासवान् ।,13.12,19.76
1,53,पानानि च महार्हाणि भक्ष्यांश्चोच्चावचांस्तथा ॥ २ ॥,19.76,25.0
1,53,उष्णाढ्यस्यौदनस्यात्र राशयः पर्वतोपमाः ।,25.0,30.12
1,53,मृष्टान्नानि च सूपाश्च दधिकुल्यास्तथैव च ॥ ३ ॥,30.12,34.08
1,53,नानास्वादुरसानां च षाडवानां तथैव च ।,34.08,40.3
1,53,भाजनानि सुपूर्णानि गौडानि च सहस्रशः ॥ ४ ॥,40.3,44.6
1,53,सर्वमासीत्सुसन्तुष्टं हृष्टपुष्टजनायुतम् ।,44.6,49.1
1,53,विश्वामित्रबलं राम वसिष्ठेनातितर्पितम् ॥ ५ ॥,49.1,53.38
1,53,विश्वामित्रोऽपि राजर्षिर्हृष्टः पुष्टस्तदाभवत् ।,53.38,58.02
1,53,सान्तःपुरवरो राजा सब्राह्मणपुरोहितः ॥ ६ ॥,58.02,62.7
1,53,सामात्यो मन्त्रिसहितः सभृत्यः पूजितस्तदा ।,62.7,67.42
1,53,युक्तः परमहर्षेण वसिष्ठमिदमब्रवीत् ॥ ७ ॥,67.42,70.78
1,53,पूजितोऽहं त्वया ब्रह्मन् पूजार्हेण सुसत्कृतः ।,70.78,76.12
1,53,श्रूयतामभिधास्यामि वाक्यं वाक्यविशारद ॥ ८ ॥,76.12,80.86
1,53,गवां शतसहस्रेण दीयतां शबला मम ।,80.86,84.86
1,53,रत्नं हि भगवन्नेतद्रत्नहारी च पार्थिवः ॥ ९ ॥,84.86,89.34
1,53,तस्मान्मे शबलां देहि ममैषा धर्मतो द्विज ।,89.34,93.14
1,53,एवमुक्तस्तु भगवान् वसिष्ठो मुनिसत्तमः ॥ १० ॥,93.14,96.6
1,53,विश्वामित्रेण धर्मात्मा प्रत्युवाच महीपतिम् ।,96.6,102.58
1,53,नाहं शतसहस्रेण नापि कोटिशतैर्गवाम् ॥ ११ ॥,102.58,106.94
1,53,राजन् दास्यामि शबलां राशिभी रजतस्य वा ।,106.94,111.7
1,53,न परित्यागमर्हेयं मत्सकाशादरिन्दम ॥ १२ ॥,111.7,115.8
1,53,शाश्वती शबला मह्यं कीर्तिरात्मवतो यथा ।,115.8,120.62
1,53,अस्यां हव्यं च कव्यं प्राणयात्रा तथैव च ॥ १३ ॥,120.62,125.74
1,53,आयत्तमग्निहोत्रं च बलिर्होमस्तथैव च ।,125.74,130.02
1,53,स्वाहाकारवषट्कारौ विद्याश्च विविधास्तथा ॥ १४ ॥,130.02,135.06
1,53,आयत्तमत्र राजर्षे सर्वमेतन्न संशयः ।,135.06,139.38
1,53,सर्वस्वमेतत्सत्येन मम तुष्टिकरी सदा ॥ १५ ॥,139.38,143.62
1,53,कारणैर्बहुभी राजन्न दास्ये शबलां तव ।,143.62,148.38
1,53,वसिष्ठेनैवमुक्तस्तु विश्वामित्रोऽब्रवीत्ततः ॥ १६ ॥,148.38,152.98
1,53,संरब्धतरमत्यर्थं वाक्यं वाक्यविशारदः ।,152.98,157.7
1,53,हैरण्यकक्ष्याग्रैवेयान् सुवर्णाङ्कुशभूषितान् ॥ १७ ॥,157.7,162.4
1,53,ददामि कुञ्जराणां ते सहस्राणि चतुर्दश ।,162.4,166.9
1,53,हैरण्यानां रथानां ते श्वेताश्वानां चतुर्युजाम् ॥ १८ ॥,166.9,172.5
1,53,ददामि ते शतान्यष्टौ किङ्किणीकविभूषितान् ।,172.5,176.92
1,53,हयानां देशजातानां कुलजानां महौजसाम् ॥ १९ ॥,176.92,181.72
1,53,सहस्रमेकं दश च ददामि तव सुव्रत ।,181.72,184.58
1,53,नानावर्णविभक्तानां वयःस्थानां तथैव च ॥ २० ॥,184.58,189.98
1,53,ददाम्येकां गवां कोटिं शबला दीयतां मम ।,189.98,195.34
1,53,यावदिच्छसि रत्नं वा हिरण्यं वा द्विजोत्तम ॥ २१ ॥,195.34,197.5
1,53,तावद्ददामि तत्सर्वं शबला दीयतां मम ।,197.5,204.08
1,53,एवमुक्तस्तु भगवान् विश्वामित्रेण धीमता ॥ २२ ॥,204.08,208.5
1,53,न दास्यामीति शबलां प्राह राजन् कथञ्चन ।,208.5,212.9
1,53,एतदेव हि मे रत्नमेतदेव हि मे धनम् ॥ २३ ॥,212.9,216.18
1,53,एतदेव हि सर्वस्वमेतदेव हि जीवितम् ।,216.18,220.34
1,53,दर्शश्च पूर्णमासश्च यज्ञाश्चैवाप्तदक्षिणाः ॥ २४ ॥,220.34,225.44
1,53,एतदेव हि मे राजन् विविधाश्च क्रियास्तथा ।,225.44,229.96
1,53,अदोमूलाः क्रियाः सर्वा मम राजन्न संशयः ॥ २५ ॥,229.96,240.7
1,53,बहुना किं प्रलापेन न दास्ये कामदोहिनीम् ॥ २६ ॥,240.7,255.0
1,54,कामधेनुं वसिष्ठोऽपि यदा न त्यजते मुनिः ।,0.0,9.34
1,54,तदास्य शबलां राम विश्वामित्रोऽन्वकर्षत ॥ १ ॥,9.34,14.02
1,54,नीयमाना तु शबला राम राज्ञा महात्मना ।,14.02,18.56
1,54,दुःखिता चिन्तयामास रुदन्ती शोककर्शिता ॥ २ ॥,18.56,22.6
1,54,परित्यक्ता वसिष्ठेन किमहं सुमहात्मना ।,22.6,27.1
1,54,याऽहं राजभटैर्दीना ह्रियेयं भृशदुःखिता ॥ ३ ॥,27.1,31.3
1,54,किं मयाऽपकृतं तस्य महर्षेर्भावितात्मनः ।,31.3,36.08
1,54,यन्मामनागसं भक्तामिष्टां त्यजति धार्मिकः ॥ ४ ॥,36.08,40.7
1,54,इति सञ्चिन्तयित्वा तु निःश्वस्य च पुनः पुनः ।,40.7,44.62
1,54,जगाम वेगेन तदा वसिष्ठम् परमौजसम् ॥ ५ ॥,44.62,48.08
1,54,निर्द्धूय तांस्तदा भृत्यान् शतशः शत्रुसूदन ।,48.08,51.9
1,54,जगामानिलवेगेन पादमूलं महात्मनः ॥ ६ ॥,51.9,57.4
1,54,शबला सा रुदन्ती च क्रोशन्ती चेदमब्रवीत् ।,57.4,61.88
1,54,वसिष्ठस्याग्रतः स्थित्वा मेघदुन्दुभिराविणी ॥ ७ ॥,61.88,65.16
1,54,भगवन् किं परित्यक्ता त्वयाहं ब्रह्मणः सुत ।,65.16,69.76
1,54,यस्माद्राजभृता मां हि नयन्ते त्वत्सकाशतः ॥ ८ ॥,69.76,75.78
1,54,एवमुक्तस्तु ब्रह्मर्षिरिदं वचनमब्रवीत् ।,75.78,79.56
1,54,शोकसन्तप्तहृदयां स्वसारमिव दुःखिताम् ॥ ९ ॥,79.56,84.0
1,54,न त्वां त्यजामि शबले नापिमेऽपकृतं त्वया ।,84.0,88.3
1,54,एष त्वां नयते राजा बलान्मत्तो महाबलः ॥ १० ॥,88.3,93.12
1,54,न हि तुल्यं बलं मह्यं राजा त्वद्य विशेषतः ।,93.12,96.7
1,54,बली राजा क्षत्रियश्च पृथिव्याः पतिरेव च ॥ ११ ॥,96.7,101.7
1,54,इयमक्षौहिणी पूर्णा सवाजिरथसङ्कुला ।,101.7,106.24
1,54,हस्तिध्वजसमाकीर्णा तेनासौ बलवत्तरः ॥ १२ ॥,106.24,110.9
1,54,एवमुक्ता वसिष्ठेन प्रत्युवाच विनीतवत् ।,110.9,114.58
1,54,वचनं वचनज्ञा सा ब्रह्मर्षिमतुलप्रभम् ॥ १३ ॥,114.58,119.12
1,54,न बलं क्षत्रियस्याहुर्ब्राह्मणो बलवत्तरः ।,119.12,123.58
1,54,ब्रह्मन् ब्रह्मबलं दिव्यं क्षत्रात्तु बलवत्तरम् ॥ १४ ॥,123.58,127.7
1,54,अप्रमेयबलं तुभ्यं न त्वया बलवत्तरः ।,127.7,132.34
1,54,विश्वामित्रो महावीर्यस्तेजस्तव दुरासदम् ॥ १५ ॥,132.34,136.68
1,54,नियुङ्क्ष्व मां महातेजस्त्वद्ब्रह्मबलसम्भृताम् ।,136.68,140.6
1,54,तस्य दर्पबलं यत्तन्नाशयामि दुरात्मनः ॥ १६ ॥,140.6,145.54
1,54,इत्युक्तस्तु तया राम वसिष्ठस्तु महायशाः ।,145.54,149.7
1,54,सृजस्वेति तदोवाच बलं परबलारुजम् ॥ १७ ॥,149.7,153.76
1,54,तस्य तद्वचनं श्रुत्वा सुरभिः सासृजत्तदा ।,153.76,156.84
1,54,तस्या हुम्भारवोत्सृष्टाः पप्लवाः शतशो नृप ॥ १८ ॥,156.84,161.76
1,54,नाशयन्ति बलं सर्वं विश्वामित्रस्य पश्यतः ।,161.76,167.16
1,54,स राजा परमक्रुद्धः क्रोधविस्फारितेक्षणः ॥ १९ ॥,167.16,170.82
1,54,पप्लवान् नाशयामास शस्त्रैरुच्चावचैरपि ।,170.82,176.3
1,54,विश्वामित्रार्दितान् दृष्ट्वा पप्लवान् शतशस्तदा ॥ २० ॥,176.3,181.2
1,54,भूय एवासृजत्कोपाच्छकान् यवनमिश्रितान् ।,181.2,185.74
1,54,तैरासीत्संवृता भूमिः शकैर्यवनमिश्रितैः ॥ २१ ॥,185.74,190.5
1,54,प्रभावद्भिर्महावीर्यैर्हेमकिञ्जल्कसन्निभैः ।,190.5,195.68
1,54,दीर्घासिपट्टिशधरैर्हेमवर्णाम्बरावृतैः ॥ २२ ॥,195.68,199.76
1,54,निर्दग्धं तद्बलं सर्वं प्रदीप्तैरिव पावकैः ।,199.76,206.44
1,54,ततोऽस्त्राणि महातेजा विश्वामित्रो मुमोच ह ॥ २३ ॥,206.44,218.48
1,54,तैस्तैर्यवनकाम्भोजाः पप्लवाश्चाकुलीकृताः ॥ २४ ॥,218.48,228.08
1,55,ततस्तानाकुलान् दृष्ट्वा विश्वामित्रास्त्रमोहितान् ।,0.0,8.6
1,55,वसिष्ठश्चोदयामास कामधुक्सृज योगतः ॥ १ ॥,8.6,14.84
1,55,तस्या हुम्भारवाज्जाताः काम्भोजा रविसन्निभाः ।,14.84,21.46
1,55,ऊधसस्त्वथ सञ्जाताः पप्लवाः शस्त्रपाणयः ॥ २ ॥,21.46,25.84
1,55,योनिदेशाच्च यवनाःशकृद्देशाच्छकास्तथा ।,25.84,30.92
1,55,रोमकूपेषु च म्लेच्छा हारीतास्सकिरातकाः ॥ ३ ॥,30.92,35.68
1,55,तैस्तैर्निषूदितं सर्वं विश्वामित्रस्य तत्क्षणात् ।,35.68,40.18
1,55,सपदातिगजं साश्वं सरथं रघुनन्दन ॥ ४ ॥,40.18,44.36
1,55,दृष्ट्वा निषूदितं सैन्यम् वसिष्ठेन महात्मना ।,44.36,48.96
1,55,विश्वामित्रसुतानां तु शतं नानाविधायुधम् ॥ ५ ॥,48.96,52.92
1,55,अभ्यधावत्सुसङ्क्रुद्धं वसिष्ठं जपतां वरम् ।,52.92,57.22
1,55,हुङ्कारेणैव तान् सर्वान् ददाह भगवानृषिः ॥ ६ ॥,57.22,62.4
1,55,ते साश्वरथपादाता वसिष्ठेन महात्मना ।,62.4,66.92
1,55,भस्मीकृता मुहूर्तेन विश्वामित्रसुतास्तदा ॥ ७ ॥,66.92,71.52
1,55,दृष्ट्वा विनाशितान् पुत्रान् बलं च सुमहायशाः ।,71.52,76.1
1,55,सव्रीडश्चिन्तयाविष्टो विश्वामित्रोऽभवत्तदा ॥ ८ ॥,76.1,80.74
1,55,समुद्र इव निर्वेगो भग्नदंष्ट्र इवोरगः ।,80.74,84.86
1,55,उपरक्त इवादित्यः सद्यो निष्प्रभतां गतः ॥ ९ ॥,84.86,89.2
1,55,हतपुत्रबलो दीनो लूनपक्ष इव द्विजः ।,89.2,92.1
1,55,हतदर्प्पो हतोत्साहो निर्वेदं समपद्यत ॥ १० ॥,92.1,97.4
1,55,स पुत्रमेकं राज्याय पालयेति नियुज्य च ।,97.4,101.36
1,55,पृथिवीं क्षत्रधर्म्मेण वनमेवान्वपद्यत ॥ ११ ॥,101.36,105.9
1,55,स गत्वा हिमवत्पार्श्वं किन्नरोरगसेवितम् ।,105.9,109.76
1,55,महादेवप्रसादार्थं तपस्तेपे महातपाः ॥ १२ ॥,109.76,114.84
1,55,केनचित्त्वथ कालेन देवेशो वृषभध्वजः ।,114.84,119.08
1,55,दर्शयामास वरदो विश्वामित्रं महाबलम् ॥ १३ ॥,119.08,122.78
1,55,किमर्थं तप्यसे राजन् ब्रूहि यत्ते विवक्षितम् ।,122.78,127.32
1,55,वरदोऽस्मि वरो यस्ते काङ्क्षितः सोऽभिधीयताम् ॥ १४ ॥,127.32,131.92
1,55,एवमुक्तस्तु देवेन विश्वामित्रो महातपाः ।,131.92,136.3
1,55,प्रणिपत्य महादेवमिदं वचनमब्रवीत् ॥ १५ ॥,136.3,139.86
1,55,यदि तुष्टो महादेव धनुर्वेदो ममानघ ।,139.86,144.4
1,55,साङ्गोपाङ्गोपनिषदः सरहस्यः प्रदीयताम् ॥ १६ ॥,144.4,148.94
1,55,यानि देवेषु चास्त्राणि दानवेषु महर्षिषु ।,148.94,153.02
1,55,गन्धर्वयक्षरक्षस्सु प्रतिभान्तु ममानघ ॥ १७ ॥,153.02,156.56
1,55,तव प्रसादाद्भवतु देवदेव ममेप्सितम् ।,156.56,161.38
1,55,एवमस्त्विति देवेशो वाक्यमुक्त्वा गतस्तदा ॥ १८ ॥,161.38,165.66
1,55,प्राप्य चास्त्राणि राजर्षिर्विश्वामित्रो महाबलः ।,165.66,171.32
1,55,दर्पेण महतायुक्तो दर्पपूर्णोऽभवत्तदा ॥ १९ ॥,171.32,175.66
1,55,विवर्द्धमानो वीर्येण समुद्र इव पर्वणि ।,175.66,179.56
1,55,हतमेव तदा मेने वसिष्ठमृषिसत्तमम् ॥ २० ॥,179.56,183.16
1,55,ततो गत्वाश्रमपदं मुमोचास्त्राणि पार्थिवः ।,183.16,188.16
1,55,यैस्तत्तपोवनं सर्वं निर्दग्धं चास्त्रतेजसा ॥ २१ ॥,188.16,192.82
1,55,उदीर्यमाणमस्त्रं तद्विश्वामित्रस्यधीमतः ।,192.82,197.34
1,55,दृष्ट्वा विप्रद्रुता भीता मुनयः शतशो दिशः ॥ २२ ॥,197.34,201.68
1,55,वसिष्ठस्य च ये शिष्यास्तथैव मृगपक्षिणः ।,201.68,205.94
1,55,विद्रवन्ति भयाद्भीता नानादिग्भ्यः सहस्रशः ॥ २३ ॥,205.94,210.54
1,55,वसिष्ठस्याश्रमपदं शून्यमासीन्महात्मनः ।,210.54,215.24
1,55,मुहूर्तमिव निःशब्दमासीदिरिणसन्निभम् ॥ २४ ॥,215.24,218.74
1,55,वदतो वै वसिष्ठस्य माभैरिति मुहुर्मुहुः ।,218.74,223.16
1,55,नाशयाम्यद्य गाधेयं नीहारमिव भास्करः ॥ २५ ॥,223.16,227.84
1,55,एवमुक्त्वा महातेजा वसिष्ठो जपतां वरः ।,227.84,232.32
1,55,विश्वामित्रं तदा वाक्यं सरोषमिदमब्रवीत् ॥ २६ ॥,232.32,236.4
1,55,आश्रमं चिरसंवृद्धं यद्विनाशितवानसि ।,236.4,240.9
1,55,दुराचारोऽसि तन्मूढ तस्मात्त्वं न भविष्यसि ॥ २७ ॥,240.9,245.18
1,55,इत्युक्त्वा परमक्रुद्धो दण्डमुद्यम्यसत्वरः ।,245.18,255.2
1,55,विधूममिव कालाग्निं यमदण्डमिवापरम् ॥ २८ ॥,255.2,267.68
1,56,एवमुक्तो वसिष्ठेन विश्वामित्रो महाबलः ।,0.0,10.18
1,56,आग्नेयमस्त्रमुत्क्षिप्य तिष्ठ तिष्ठेति चाब्रवीत् ॥ १ ॥,10.18,15.08
1,56,ब्रह्मदण्डं समुत्क्षिप्य कालदण्डमिवापरम् ।,15.08,18.88
1,56,वसिष्ठो भगवान् क्रोधादिदं वचनमब्रवीत् ॥ २ ॥,18.88,23.28
1,56,क्षत्रबन्धो स्थितोऽस्म्येष यद्वलं तद्विदर्शय ।,23.28,28.02
1,56,नाशयाम्यद्य ते दर्पं शस्त्रस्य तव गाधिज ॥ ३ ॥,28.02,31.34
1,56,क्व च ते क्षत्रियबलं क्व च ब्रह्मबलं महत् ।,31.34,36.52
1,56,पश्य ब्रह्मबलं दिव्यं मम क्षत्रियपांसन ॥ ४ ॥,36.52,40.9
1,56,तस्यास्त्रं गाधिपुत्रस्य घोरमाग्नेयमुद्यतम् ।,40.9,45.22
1,56,ब्रह्मदण्डेन तच्छान्तमग्नेर्वेग इवाम्भसा ॥ ५ ॥,45.22,50.68
1,56,वारुणं चैव रौद्रं च ऐन्द्रं पाशुपतं तथा ।,50.68,55.2
1,56,ऐषीकं चापि चिक्षेप कुपितो गाधिनन्दनः ॥ ६ ॥,55.2,58.36
1,56,मानवं मोहनं चैव गान्धर्वं स्वापनं तथा ।,58.36,64.36
1,56,जृम्भणं मादनं चैव सन्तापनविलापने ॥ ७ ॥,64.36,68.52
1,56,शोषणं दारणं चैव वज्रमस्त्रं सुदुर्जयम् ।,68.52,72.64
1,56,ब्रह्मपाशं कालपाशं वारुणं पाशमेव च ॥ ८ ॥,72.64,76.6
1,56,पैनाकास्त्रं च दयितं शुष्कार्द्रे अशनी उभे ।,76.6,81.8
1,56,दण्डास्त्रमथ पैशाचं क्रौञ्चमस्त्रं तथैव च ॥ ९ ॥,81.8,86.24
1,56,धर्मचक्रं कालचक्रं विष्णुचक्रं तथैवव च ।,86.24,90.56
1,56,वायव्यं मथनं चैव अस्त्रं हयशिरस्तथा ॥ १० ॥,90.56,94.7
1,56,शक्तिद्वयं च चिक्षेप कङ्कालं मुसलं तथा ।,94.7,99.08
1,56,वैद्याधरं महास्त्रं च कालास्त्रमथ दारुणम् ॥ ११ ॥,99.08,103.7
1,56,त्रिशूलमस्त्रं घोरं च कापालमथ कङ्कणम् ।,103.7,107.48
1,56,एतान्यस्त्राणि चिक्षेप सर्वाणि रघुनन्दन ॥ १२ ॥,107.48,112.18
1,56,वसिष्ठे जपतां श्रेष्ठे तदद्भुतमिवाभवत् ।,112.18,116.12
1,56,तानि सर्वाणि दण्डेन ग्रसते ब्रह्मणः सुतः ॥ १३ ॥,116.12,120.82
1,56,तेषु शान्तेषु ब्रह्मास्त्रं क्षिप्तवान् गाधिनन्दनः ।,120.82,126.38
1,56,तदस्त्रमुद्यतं दृष्ट्वा देवाः साग्निपुरोगमाः ॥ १४ ॥,126.38,131.14
1,56,देवर्षयश्च सम्भ्रान्ता गन्धर्वाः समहोरगाः ।,131.14,135.98
1,56,त्रैलोक्यमासीत् सन्त्रस्तं ब्रह्मास्त्रे समुदीरिते ॥ १५ ॥,135.98,140.9
1,56,तदप्यस्त्रं महाघोरं ब्राह्मं ब्राह्मेण तेजसा ।,140.9,146.04
1,56,वसिष्ठो ग्रसते सर्वं ब्रह्मदण्डेन राघव ॥ १६ ॥,146.04,150.4
1,56,ब्रह्मास्त्रं ग्रसमानस्य वसिष्ठस्य महात्मनः ।,150.4,155.0
1,56,त्रैलोक्यमोहनं रौद्रं रूपमासीत् सुदारुणम् ॥ १७ ॥,155.0,159.16
1,56,रोमकूपेषु सर्वेषु वसिष्ठस्य महात्मनः ।,159.16,163.86
1,56,मरीच्य इव निष्पेतुरग्नेर्धूमाकुलार्चिषः ॥ १८ ॥,163.86,168.52
1,56,प्राज्वलद् ब्रह्मदण्डश्च वसिष्ठस्य करोद्यतः ।,168.52,173.0
1,56,विधूम इव कालाग्निर्यमदण्ड इवापरः ॥ १९ ॥,173.0,177.28
1,56,ततोऽस्तुवन् मुनिगणा वसिष्ठं जपतां वरम् ।,177.28,180.98
1,56,अमोघं ते बलं ब्रह्मन् तेजो धारय तेजसा ॥ २० ॥,180.98,185.92
1,56,निगृहीतस्त्वया ब्रह्मन् विश्वामित्रो महातपाः ।,185.92,190.54
1,56,प्रसीद जपातां श्रेष्ठ लोकाः सन्तु गतव्यथाः ॥ २१ ॥,190.54,195.16
1,56,एवमुक्तो महातेजाः शमं चक्रे महातपाः ।,195.16,199.68
1,56,विश्वामित्रोऽपि निकृतो विनिःश्वस्येदमब्रवीत् ॥ २२ ॥,199.68,204.0
1,56,धिग्बलं क्षत्रियबलं ब्रह्मतेजोबलं बलम् ।,204.0,211.4
1,56,एकेन ब्रह्मदण्डेन सर्वास्त्राणि हतानि मे ॥ २३ ॥,211.4,219.2
1,56,तदेतत् समवेक्ष्याहं प्रसन्नेन्द्रियमानसः ।,219.2,227.44
1,56,तपो महत् समास्थास्ये यद्वै ब्रह्मत्वकारणम् ॥ २४ ॥,227.44,236.8
1,57,ततः सन्तप्तहृदयः स्मरन् निग्रहमात्मनः ।,0.0,7.74
1,57,विनिःश्वस्य विनिःश्वस्य कृतवैरो महात्मना ॥ १ ॥,7.74,15.0
1,57,स दक्षिणां दिशं गत्वा महिष्या सह राघव ।,15.0,19.5
